word,valence,arousal,dominance,concreteness,SUBTLEX,aoa
unmake,,,,2.2,5.0,11.28
acknowledged,,,,2.19,100.0,
arose,,,,2.19,42.0,
bushed,,,,2.19,37.0,
compartmentalize,,,,2.19,11.0,14.94
converting,,,,2.19,41.0,
disbelieve,,,,2.19,8.0,9.5
disseminate,,,,2.19,4.0,13.33
domesticate,,,,2.19,3.0,11.39
downhearted,,,,2.19,15.0,
falter,,,,2.19,16.0,13.33
flaunting,,,,2.19,26.0,
foretell,,,,2.19,16.0,10.06
goes,,,,2.19,11081.0,
hotheaded,,,,2.19,16.0,
keeping,,,,2.19,2608.0,
lionhearted,,,,2.19,4.0,10.8
railroading,,,,2.19,11.0,
ruminate,,,,2.19,5.0,14.5
softhearted,,,,2.19,11.0,9.05
underwrite,,,,2.19,11.0,12.24
waned,,,,2.19,6.0,
withdrawn,,,,2.19,115.0,
deranged,,,,2.18,115.0,
dominated,,,,2.18,75.0,
feared,,,,2.18,289.0,
forgot,,,,2.18,5045.0,
misunderstood,,,,2.18,283.0,
mortify,,,,2.18,7.0,11.78
pampered,,,,2.18,32.0,
prepossessed,,,,2.18,3.0,
publicize,,,,2.18,12.0,11.44
slighted,,,,2.18,10.0,
sparing,,,,2.18,24.0,
undersell,,,,2.18,2.0,13.94
bottoming,,,,2.17,6.0,
cherishing,,,,2.17,7.0,
choosing,,,,2.17,276.0,
counterespionage,,,,2.17,8.0,12.79
defamed,,,,2.17,8.0,
exacerbate,,,,2.17,7.0,13.93
hogged,,,,2.17,6.0,
manifested,,,,2.17,28.0,
mistaking,,,,2.17,43.0,
outshine,,,,2.17,5.0,10.67
predominate,,,,2.17,3.0,11.38
reaffirm,,,,2.17,7.0,11.89
regress,,,,2.17,15.0,13.22
relieved,,,,2.17,524.0,
repaying,,,,2.17,16.0,
resigned,,,,2.17,142.0,
shalom,,,,2.17,74.0,
transgress,,,,2.17,7.0,15.33
unburdened,,,,2.17,5.0,
weakening,,,,2.17,38.0,
baffled,,,,2.16,47.0,
dares,,,,2.16,123.0,
deescalate,,,,2.16,1.0,14.85
galled,,,,2.16,2.0,
unsettle,,,,2.16,3.0,9.74
arisen,,,,2.15,11.0,
centralize,,,,2.15,1.0,11.79
entrancing,,,,2.15,12.0,
giving,,,,2.15,5613.0,
induced,,,,2.15,63.0,
insured,,,,2.15,126.0,
interfering,,,,2.15,156.0,
lamenting,,,,2.15,8.0,
negate,,,,2.15,18.0,13.11
nonpaid,,,,2.15,2.0,12.16
owing,,,,2.15,63.0,
pimping,,,,2.15,55.0,
quits,,,,2.15,121.0,
readdress,,,,2.15,1.0,10.78
rebuff,,,,2.15,4.0,13.0
reissue,,,,2.15,4.0,12.16
retreating,,,,2.15,48.0,
romanticize,,,,2.15,11.0,13.0
rousting,,,,2.15,11.0,
situated,,,,2.15,42.0,
strategize,,,,2.15,12.0,13.0
worded,,,,2.15,14.0,
afflict,,,,2.14,4.0,11.5
consulting,,,,2.14,146.0,
corrupted,,,,2.14,97.0,
dematerialize,,,,2.14,3.0,12.05
disliking,,,,2.14,9.0,
dispel,,,,2.14,14.0,11.39
exasperate,,,,2.14,2.0,10.17
included,,,,2.14,382.0,
localize,,,,2.14,1.0,11.5
longing,,,,2.14,145.0,
omit,,,,2.14,14.0,10.9
opposed,,,,2.14,352.0,
proven,,,,2.14,339.0,
ritualize,,,,2.14,1.0,13.17
starting,,,,2.14,3558.0,
strengthening,,,,2.14,18.0,
systemize,,,,2.14,1.0,13.67
reevaluate,,,,2.13,19.0,10.68
resolved,,,,2.13,175.0,
retrain,,,,2.13,5.0,10.33
acclimatize,,,,2.12,1.0,14.0
adjudicate,,,,2.12,5.0,15.25
associated,,,,2.12,200.0,
blanking,,,,2.12,8.0,
braving,,,,2.12,8.0,
bumming,,,,2.12,32.0,
classed,,,,2.12,4.0,
dumbstruck,,,,2.12,3.0,11.26
dwelt,,,,2.12,5.0,
eroticize,,,,2.12,1.0,15.26
exalt,,,,2.12,10.0,12.62
fictionalize,,,,2.12,1.0,11.76
penalize,,,,2.12,12.0,11.0
practiced,,,,2.12,170.0,
radicalize,,,,2.12,1.0,15.0
razzle,,,,2.12,8.0,11.28
recapitalize,,,,2.12,1.0,13.56
romancing,,,,2.12,19.0,
teaming,,,,2.12,21.0,
treating,,,,2.12,605.0,
unnerve,,,,2.12,8.0,11.84
usurping,,,,2.12,4.0,
bewitch,,,,2.11,6.0,10.61
conspiring,,,,2.11,53.0,
debilitated,,,,2.11,7.0,
disconcerted,,,,2.11,4.0,
federalize,,,,2.11,1.0,13.29
knowhow,,,,2.11,7.0,9.28
mesmerize,,,,2.11,1.0,12.67
perceiving,,,,2.11,9.0,
persecuting,,,,2.11,13.0,
prophesy,,,,2.11,13.0,10.53
regulated,,,,2.11,18.0,
resulting,,,,2.11,80.0,
strived,,,,2.11,2.0,
suggesting,,,,2.11,551.0,
supplicating,,,,2.11,1.0,
trying,,,,2.11,22849.0,
arbitrate,,,,2.1,2.0,14.74
deregulate,,,,2.1,1.0,
forming,,,,2.1,140.0,
glorify,,,,2.1,19.0,11.39
happening,,,,2.1,4618.0,
impeding,,,,2.1,12.0,
inhibit,,,,2.1,17.0,11.11
meddling,,,,2.1,69.0,
nonbeliever,,,,2.1,4.0,7.89
nullify,,,,2.1,16.0,14.44
suppressed,,,,2.1,35.0,
unappealing,,,,2.1,16.0,10.44
uniting,,,,2.1,15.0,
unsaid,,,,2.1,37.0,
urging,,,,2.1,56.0,
wasting,,,,2.1,1135.0,
disclaim,,,,2.09,5.0,12.89
jesting,,,,2.09,6.0,
oversexed,,,,2.09,16.0,15.0
abdicate,,,,2.08,9.0,12.6
articulated,,,,2.08,10.0,
befoul,,,,2.08,2.0,12.79
convalesce,,,,2.08,3.0,13.69
dote,,,,2.08,11.0,11.47
ended,,,,2.08,1511.0,
engrained,,,,2.08,1.0,
enrapture,,,,2.08,1.0,12.12
hoodwink,,,,2.08,8.0,12.67
languishing,,,,2.08,9.0,
maddening,,,,2.08,22.0,
micromanage,,,,2.08,11.0,15.83
procrastinating,,,,2.08,12.0,
rattlebrained,,,,2.08,2.0,11.59
sidetrack,,,,2.08,3.0,11.0
undercutting,,,,2.08,9.0,
understate,,,,2.08,5.0,12.26
beheld,,,,2.07,24.0,
coming,,,,2.07,26878.0,4.77
confiding,,,,2.07,11.0,
convinced,,,,2.07,1061.0,
craving,,,,2.07,109.0,9.56
debunk,,,,2.07,6.0,13.78
deceiving,,,,2.07,89.0,
defined,,,,2.07,88.0,
devalue,,,,2.07,5.0,12.67
doubting,,,,2.07,65.0,
getting,,,,2.07,24719.0,
grounded,,,,2.07,397.0,
indulging,,,,2.07,38.0,
infuriate,,,,2.07,4.0,10.5
languish,,,,2.07,8.0,13.8
lapsed,,,,2.07,22.0,
overprice,,,,2.07,1.0,10.21
overstress,,,,2.07,1.0,13.56
perpetrate,,,,2.07,4.0,12.26
possessing,,,,2.07,36.0,
potentiate,,,,2.07,1.0,13.47
prepared,,,,2.07,1825.0,
rebuke,,,,2.07,15.0,13.0
resound,,,,2.07,9.0,12.62
standardize,,,,2.07,3.0,10.72
swayed,,,,2.07,29.0,
tried,,,,2.07,9529.0,
undercut,,,,2.07,8.0,12.39
underwent,,,,2.07,21.0,
wondering,,,,2.07,3231.0,
abounding,,,,2.04,4.0,
achiever,,,,2.04,12.0,9.11
affronted,,,,2.04,2.0,
befitting,,,,2.04,21.0,
brainwashed,,,,2.04,85.0,
calculating,,,,2.04,60.0,
condemning,,,,2.04,46.0,
dabbling,,,,2.04,14.0,
dallying,,,,2.04,2.0,
declined,,,,2.04,80.0,
denote,,,,2.04,4.0,11.24
deprived,,,,2.04,99.0,
destabilize,,,,2.04,8.0,12.33
equalize,,,,2.04,10.0,10.06
feigned,,,,2.04,8.0,
foretold,,,,2.04,40.0,
formalize,,,,2.04,6.0,11.47
gone,,,,2.04,15135.0,
idolize,,,,2.04,7.0,10.75
liken,,,,2.04,3.0,11.59
malign,,,,2.04,10.0,13.67
mystify,,,,2.04,7.0,11.37
opinioned,,,,2.04,1.0,
perfected,,,,2.04,67.0,
privatize,,,,2.04,3.0,13.56
protecting,,,,2.04,817.0,
querying,,,,2.04,1.0,
reappraise,,,,2.04,1.0,12.76
reawaken,,,,2.04,3.0,9.16
redevelop,,,,2.04,3.0,12.11
regards,,,,2.04,258.0,9.57
rejuvenate,,,,2.04,7.0,11.74
reunify,,,,2.04,1.0,13.12
sympathizing,,,,2.04,4.0,
thwarting,,,,2.04,7.0,
upheld,,,,2.04,19.0,
vexed,,,,2.04,24.0,
vowed,,,,2.04,83.0,
wishing,,,,2.04,339.0,
averted,,,,2.03,35.0,
culminate,,,,2.03,6.0,13.81
expressed,,,,2.03,166.0,
flourishing,,,,2.03,18.0,
introverted,,,,2.03,8.0,
involved,,,,2.03,3465.0,
misinterpret,,,,2.03,17.0,11.16
normalize,,,,2.03,4.0,11.28
overachieve,,,,2.03,2.0,9.76
overshadowing,,,,2.03,2.0,
reincarnate,,,,2.03,14.0,12.37
relieving,,,,2.03,60.0,
stylize,,,,2.03,1.0,14.95
succumb,,,,2.03,19.0,13.0
withheld,,,,2.03,52.0,
accentuate,,,,2.0,18.0,13.24
assessed,,,,2.0,23.0,
boggle,,,,2.0,19.0,12.0
conjugate,,,,2.0,10.0,12.5
consign,,,,2.0,10.0,13.28
coursed,,,,2.0,2.0,
deferred,,,,2.0,12.0,
delaying,,,,2.0,32.0,
demean,,,,2.0,18.0,13.11
derived,,,,2.0,53.0,
digress,,,,2.0,12.0,14.61
domineering,,,,2.0,17.0,
done,,,,2.0,24737.0,
empower,,,,2.0,16.0,12.1
engrossing,,,,2.0,6.0,
enrich,,,,2.0,14.0,10.89
enumerate,,,,2.0,1.0,12.72
evildoing,,,,2.0,1.0,10.17
excusing,,,,2.0,19.0,
exhilarate,,,,2.0,2.0,11.79
favoring,,,,2.0,21.0,
forewarning,,,,2.0,1.0,10.84
gratified,,,,2.0,15.0,
indoctrinate,,,,2.0,4.0,15.31
jilt,,,,2.0,2.0,12.28
merited,,,,2.0,5.0,
nonthreatening,,,,2.0,8.0,11.0
obligate,,,,2.0,6.0,11.68
overcompensate,,,,2.0,5.0,14.74
overindulge,,,,2.0,2.0,11.39
overplay,,,,2.0,7.0,10.65
oversimplify,,,,2.0,3.0,11.42
prejudge,,,,2.0,1.0,10.81
qualified,,,,2.0,421.0,9.79
qualm,,,,2.0,2.0,12.67
reassess,,,,2.0,13.0,12.79
repudiate,,,,2.0,13.0,17.71
resonate,,,,2.0,16.0,14.47
rushed,,,,2.0,268.0,
sate,,,,2.0,4.0,12.0
specialized,,,,2.0,53.0,
splurge,,,,2.0,19.0,10.56
tenderhearted,,,,2.0,4.0,9.0
trivialize,,,,2.0,16.0,13.0
troubling,,,,2.0,119.0,
unset,,,,2.0,1.0,10.0
vex,,,,2.0,10.0,14.4
wanting,,,,2.0,1251.0,
wronged,,,,2.0,56.0,
yearning,,,,2.0,81.0,
agonize,,,,1.97,5.0,11.58
celebrated,,,,1.97,138.0,
considered,,,,1.97,1182.0,
diversify,,,,1.97,15.0,13.1
established,,,,1.97,415.0,
inviting,,,,1.97,367.0,
loosing,,,,1.97,14.0,
offended,,,,1.97,384.0,
premeditate,,,,1.97,1.0,14.11
reassuring,,,,1.97,72.0,
spurn,,,,1.97,11.0,11.88
affirm,,,,1.96,17.0,12.24
am,,,,1.96,56438.0,
applied,,,,1.96,314.0,
are,,,,1.96,265672.0,
bewilder,,,,1.96,2.0,10.29
confirmed,,,,1.96,689.0,
contrive,,,,1.96,5.0,12.81
coursing,,,,1.96,24.0,
cursed,,,,1.96,377.0,
discern,,,,1.96,17.0,12.79
extrapolate,,,,1.96,18.0,15.67
foreshadow,,,,1.96,6.0,13.11
forgetting,,,,1.96,627.0,
freaking,,,,1.96,754.0,
guesstimate,,,,1.96,4.0,10.37
invigorate,,,,1.96,3.0,11.56
looming,,,,1.96,27.0,
misguide,,,,1.96,1.0,10.89
misled,,,,1.96,48.0,
ordain,,,,1.96,9.0,11.35
overreaching,,,,1.96,8.0,
overrule,,,,1.96,15.0,8.39
persisting,,,,1.96,1.0,
preconditioned,,,,1.96,1.0,
predispose,,,,1.96,1.0,13.95
reinitiate,,,,1.96,2.0,13.94
reprove,,,,1.96,2.0,12.89
retell,,,,1.96,1.0,8.53
rile,,,,1.96,17.0,10.95
satirize,,,,1.96,1.0,14.47
scandalize,,,,1.96,1.0,11.06
situate,,,,1.96,5.0,13.11
softheaded,,,,1.96,3.0,10.81
subjected,,,,1.96,77.0,
subordinating,,,,1.96,1.0,
summering,,,,1.96,3.0,
tending,,,,1.96,55.0,
thinking,,,,1.96,14353.0,
unnerving,,,,1.96,18.0,
versed,,,,1.96,56.0,
overstate,,,,1.94,4.0,12.83
affected,,,,1.93,345.0,
agreed,,,,1.93,1832.0,
bastardize,,,,1.93,1.0,12.67
being,,,,1.93,24781.0,5.99
blandish,,,,1.93,1.0,13.31
cheapen,,,,1.93,16.0,9.35
deplore,,,,1.93,12.0,12.4
desired,,,,1.93,115.0,
endorsed,,,,1.93,26.0,
equivocate,,,,1.93,5.0,14.62
exaggerated,,,,1.93,64.0,
exemplify,,,,1.93,3.0,11.72
got,,,,1.93,168631.0,
infringe,,,,1.93,7.0,14.56
means,,,,1.93,11136.0,8.29
overachiever,,,,1.93,11.0,11.63
overanalyze,,,,1.93,3.0,14.68
overseen,,,,1.93,4.0,
perishing,,,,1.93,9.0,
perturbing,,,,1.93,2.0,
pleasuring,,,,1.93,5.0,
reassured,,,,1.93,23.0,
reformulate,,,,1.93,2.0,13.67
summed,,,,1.93,21.0,
sustaining,,,,1.93,28.0,
swaggering,,,,1.93,13.0,
warranted,,,,1.93,19.0,
wished,,,,1.93,420.0,
been,,,,1.92,88573.0,
belonging,,,,1.92,105.0,
compounding,,,,1.92,4.0,
enlisted,,,,1.92,174.0,
entranced,,,,1.92,6.0,
ingrained,,,,1.92,13.0,
introspect,,,,1.92,1.0,12.25
liking,,,,1.92,320.0,
perpetuate,,,,1.92,19.0,13.33
recommit,,,,1.92,4.0,12.61
reconfirm,,,,1.92,5.0,12.28
triumphing,,,,1.92,3.0,
underbid,,,,1.92,1.0,13.5
underrating,,,,1.91,2.0,
vamped,,,,1.91,3.0,
civilize,,,,1.9,8.0,10.06
commiserate,,,,1.9,9.0,13.0
correlated,,,,1.9,3.0,
extenuate,,,,1.9,1.0,13.81
forbidden,,,,1.9,387.0,
issuing,,,,1.9,46.0,
maturing,,,,1.9,10.0,
reoccur,,,,1.9,3.0,10.65
surpassing,,,,1.9,12.0,
bolster,,,,1.89,16.0,12.5
comprise,,,,1.89,9.0,12.06
demonize,,,,1.89,6.0,13.0
depreciate,,,,1.89,8.0,13.37
desensitize,,,,1.89,4.0,13.69
disturbed,,,,1.89,503.0,
extenuating,,,,1.89,33.0,
mortifying,,,,1.89,7.0,
rematerialize,,,,1.89,1.0,12.82
beseeching,,,,1.88,2.0,
construe,,,,1.88,15.0,13.61
dimwitted,,,,1.88,12.0,9.89
doomed,,,,1.88,415.0,
familiarize,,,,1.88,19.0,10.63
internalize,,,,1.88,4.0,13.88
laud,,,,1.88,6.0,13.0
outfox,,,,1.88,2.0,10.89
outguess,,,,1.88,2.0,9.84
peevish,,,,1.88,8.0,15.47
reacquaint,,,,1.88,4.0,13.17
reinitialize,,,,1.88,1.0,14.39
scrimped,,,,1.88,4.0,
titillating,,,,1.88,14.0,
unbeliever,,,,1.88,4.0,8.89
wearying,,,,1.88,3.0,
disproven,,,,1.87,3.0,
rectified,,,,1.87,16.0,
sworn,,,,1.87,494.0,
aggravating,,,,1.86,24.0,
assumed,,,,1.86,579.0,
demoralize,,,,1.86,3.0,13.88
displeasing,,,,1.86,6.0,
encroach,,,,1.86,3.0,13.6
inquiring,,,,1.86,49.0,
miscalculate,,,,1.86,2.0,11.79
overrate,,,,1.86,2.0,11.19
overtax,,,,1.86,2.0,11.17
professed,,,,1.86,7.0,
reformed,,,,1.86,58.0,
unlearn,,,,1.86,4.0,10.62
upsetting,,,,1.86,218.0,
admitted,,,,1.85,467.0,
based,,,,1.85,1357.0,
begone,,,,1.85,26.0,
came,,,,1.85,23650.0,
chickenhearted,,,,1.85,1.0,
conceptualize,,,,1.85,3.0,15.31
contemporize,,,,1.85,1.0,13.65
enriching,,,,1.85,12.0,
finagle,,,,1.85,10.0,12.21
forebear,,,,1.85,3.0,14.07
forfeits,,,,1.85,7.0,
intended,,,,1.85,601.0,
intrigued,,,,1.85,90.0,10.93
marginalize,,,,1.85,1.0,14.0
perturb,,,,1.85,2.0,11.11
scrutinize,,,,1.85,11.0,14.59
bettering,,,,1.84,4.0,
bungle,,,,1.84,9.0,9.07
defray,,,,1.84,4.0,14.36
detoxify,,,,1.84,3.0,14.61
mused,,,,1.84,4.0,
surmised,,,,1.84,10.0,
appraising,,,,1.83,4.0,
compromising,,,,1.83,75.0,
daunt,,,,1.83,2.0,12.13
decided,,,,1.83,4521.0,
disarming,,,,1.83,26.0,
hypothesize,,,,1.83,4.0,12.21
incorporated,,,,1.83,75.0,
known,,,,1.83,6300.0,
politicize,,,,1.83,5.0,14.79
sensationalize,,,,1.83,2.0,13.61
subvert,,,,1.83,17.0,13.21
surmount,,,,1.83,5.0,13.6
undeserving,,,,1.83,9.0,11.11
defraud,,,,1.82,19.0,12.39
economize,,,,1.82,12.0,14.55
frustrate,,,,1.82,14.0,9.17
kidding,,,,1.82,6822.0,
mismanage,,,,1.82,3.0,12.17
perfecting,,,,1.82,29.0,
abhor,,,,1.81,12.0,13.76
allude,,,,1.81,10.0,13.11
defame,,,,1.81,1.0,12.05
deluding,,,,1.81,10.0,
disassociate,,,,1.81,7.0,13.67
legitimize,,,,1.81,5.0,13.0
misbeliever,,,,1.81,1.0,12.26
outclass,,,,1.81,1.0,9.67
realizing,,,,1.81,136.0,
unsporting,,,,1.81,2.0,12.72
damned,,,,1.8,898.0,
democratize,,,,1.8,1.0,12.64
minding,,,,1.8,130.0,
misjudge,,,,1.8,13.0,9.42
presuppose,,,,1.8,5.0,14.59
restructure,,,,1.8,13.0,11.0
acclimate,,,,1.79,8.0,14.24
appeasing,,,,1.79,3.0,
beholding,,,,1.79,6.0,
determined,,,,1.79,671.0,
disillusioned,,,,1.79,29.0,
dumbfound,,,,1.79,3.0,10.47
exceeding,,,,1.79,32.0,
instigate,,,,1.79,10.0,12.44
intending,,,,1.79,29.0,
minded,,,,1.79,71.0,
perplexed,,,,1.79,17.0,
pitying,,,,1.79,10.0,
preoccupy,,,,1.79,3.0,12.0
preside,,,,1.79,17.0,12.22
propagandize,,,,1.79,1.0,15.39
rediscover,,,,1.79,11.0,11.25
apprise,,,,1.78,7.0,14.31
endeared,,,,1.78,3.0,
envying,,,,1.78,12.0,
needing,,,,1.78,412.0,
pervade,,,,1.78,1.0,12.94
pondering,,,,1.78,29.0,
revered,,,,1.78,41.0,
surmise,,,,1.78,18.0,12.72
accommodating,,,,1.77,36.0,
admiring,,,,1.77,141.0,
caring,,,,1.77,359.0,
consecrate,,,,1.77,8.0,11.88
had,,,,1.77,85472.0,
perturbed,,,,1.77,20.0,
proving,,,,1.77,229.0,
sapping,,,,1.77,1.0,
tantalize,,,,1.77,4.0,12.89
allege,,,,1.76,11.0,12.81
beguile,,,,1.76,10.0,12.88
dedicated,,,,1.76,416.0,
disclosed,,,,1.76,41.0,
fascinated,,,,1.76,178.0,
generalize,,,,1.76,4.0,10.26
imagines,,,,1.76,29.0,
immortalize,,,,1.76,8.0,10.61
quantify,,,,1.76,13.0,14.0
affecting,,,,1.75,130.0,
assigned,,,,1.75,618.0,
bespoke,,,,1.75,3.0,
embody,,,,1.75,16.0,10.83
enchant,,,,1.75,19.0,7.94
glowering,,,,1.75,1.0,
undermining,,,,1.75,32.0,
circumscribed,,,,1.74,2.0,
envied,,,,1.74,51.0,
exaggerating,,,,1.74,109.0,
forbearing,,,,1.74,1.0,
forgotten,,,,1.74,1771.0,
overmatch,,,,1.74,1.0,11.36
appraise,,,,1.73,10.0,14.52
detract,,,,1.73,7.0,12.84
expend,,,,1.73,4.0,13.06
loving,,,,1.73,1275.0,
perplex,,,,1.73,2.0,12.0
subsidize,,,,1.73,16.0,14.0
delineate,,,,1.72,1.0,12.73
engaging,,,,1.72,98.0,
mistaken,,,,1.72,654.0,
provoking,,,,1.72,46.0,
reemphasize,,,,1.72,2.0,11.39
striving,,,,1.72,24.0,
stupefy,,,,1.72,4.0,12.22
disinherit,,,,1.71,14.0,12.11
fancied,,,,1.71,50.0,
glamorize,,,,1.71,1.0,10.9
informed,,,,1.71,633.0,
predicate,,,,1.71,1.0,13.0
vindicate,,,,1.71,6.0,11.78
accomplished,,,,1.7,384.0,
legalize,,,,1.7,11.0,11.67
psychoanalyze,,,,1.7,5.0,15.56
revalue,,,,1.7,1.0,12.22
theorize,,,,1.7,10.0,13.5
worsen,,,,1.7,20.0,8.33
astounding,,,,1.69,66.0,
begun,,,,1.69,538.0,
believing,,,,1.69,532.0,
endear,,,,1.69,6.0,11.94
hoped,,,,1.69,830.0,
sanctified,,,,1.69,20.0,
surmounted,,,,1.69,1.0,
undergoing,,,,1.69,35.0,
was,,,,1.69,288391.0,
abominate,,,,1.68,3.0,15.0
blamed,,,,1.68,287.0,
dishearten,,,,1.68,1.0,11.22
forgo,,,,1.68,15.0,
lording,,,,1.68,3.0,
reassert,,,,1.68,2.0,11.68
reconciling,,,,1.68,8.0,
sanctify,,,,1.68,5.0,12.89
sentimentalize,,,,1.68,1.0,11.56
subjugate,,,,1.68,1.0,13.75
becoming,,,,1.67,1167.0,
coping,,,,1.67,53.0,
humanize,,,,1.67,8.0,12.06
mortified,,,,1.67,51.0,
necessitate,,,,1.67,2.0,13.22
perjured,,,,1.67,25.0,
outthink,,,,1.66,14.0,11.78
unsatisfying,,,,1.66,15.0,
postulate,,,,1.65,3.0,13.85
pretended,,,,1.65,243.0,
captivate,,,,1.64,9.0,10.44
deign,,,,1.64,16.0,11.58
deprave,,,,1.64,3.0,10.88
freeing,,,,1.64,46.0,
imploring,,,,1.64,3.0,
oppress,,,,1.64,11.0,12.37
oversell,,,,1.64,6.0,12.76
preclude,,,,1.64,15.0,13.12
reasoned,,,,1.64,27.0,
trendsetting,,,,1.64,2.0,12.21
unnerved,,,,1.64,19.0,
actualize,,,,1.63,2.0,13.61
correlate,,,,1.63,19.0,13.35
knew,,,,1.63,18817.0,
assuring,,,,1.62,14.0,
dissociate,,,,1.62,2.0,13.56
embitter,,,,1.62,2.0,16.21
enamored,,,,1.62,17.0,
epitomize,,,,1.62,2.0,16.06
fainthearted,,,,1.62,2.0,11.28
pertain,,,,1.62,14.0,11.0
relishing,,,,1.62,5.0,
accrue,,,,1.61,4.0,14.11
becomes,,,,1.61,1231.0,
disconfirm,,,,1.61,1.0,13.5
forsaken,,,,1.61,77.0,
philosophize,,,,1.61,5.0,13.82
clearheaded,,,,1.6,4.0,11.11
limiting,,,,1.6,37.0,
estrange,,,,1.59,2.0,11.95
fooling,,,,1.59,626.0,
instill,,,,1.59,14.0,
invalidate,,,,1.59,18.0,12.26
is,,,,1.59,459663.0,
knowing,,,,1.59,2307.0,
smitten,,,,1.59,62.0,
behooves,,,,1.58,7.0,
misconstrue,,,,1.58,5.0,12.11
undertook,,,,1.58,11.0,
intellectualize,,,,1.57,2.0,13.58
nonbinding,,,,1.57,1.0,12.06
objectify,,,,1.57,11.0,13.95
reinvigorate,,,,1.57,2.0,12.17
behoove,,,,1.56,15.0,14.71
demystify,,,,1.56,3.0,13.41
lavishing,,,,1.56,2.0,
semiskilled,,,,1.56,1.0,14.81
titillate,,,,1.56,8.0,14.31
valued,,,,1.56,95.0,
causing,,,,1.55,502.0,
confounding,,,,1.54,8.0,
differentiate,,,,1.54,17.0,11.63
indemnify,,,,1.54,3.0,15.94
personify,,,,1.54,6.0,12.67
spiritualize,,,,1.54,1.0,11.44
synergize,,,,1.54,1.0,
truehearted,,,,1.54,1.0,10.82
should,,,,1.53,54159.0,
acquaint,,,,1.52,20.0,
disenfranchise,,,,1.52,1.0,16.12
imposing,,,,1.52,52.0,
luxuriate,,,,1.52,2.0,13.13
predisposed,,,,1.52,14.0,
assuming,,,,1.5,566.0,
condescend,,,,1.5,16.0,11.8
excommunicate,,,,1.5,5.0,11.5
experienced,,,,1.5,510.0,
insinuating,,,,1.5,49.0,
justifying,,,,1.5,13.0,
meant,,,,1.5,5316.0,
overqualified,,,,1.5,16.0,12.5
redefine,,,,1.5,15.0,10.16
stupefied,,,,1.5,2.0,
supersede,,,,1.5,8.0,13.47
accustom,,,,1.48,6.0,12.0
persevere,,,,1.48,19.0,11.05
thereabout,,,,1.48,3.0,9.94
were,,,,1.48,84804.0,
mistrusting,,,,1.46,1.0,
seeming,,,,1.46,51.0,
excepting,,,,1.44,16.0,
unfulfilling,,,,1.44,7.0,10.63
disillusion,,,,1.43,12.0,13.79
unsettling,,,,1.42,41.0,
presuming,,,,1.41,24.0,
transcending,,,,1.41,4.0,
trusting,,,,1.4,294.0,
untrusting,,,,1.4,6.0,10.26
deserved,,,,1.38,513.0,
simpleminded,,,,1.38,10.0,12.45
moralize,,,,1.36,1.0,12.37
could,,,,1.34,83109.0,
disbelieving,,,,1.34,1.0,
spiriting,,,,1.33,3.0,
idealize,,,,1.19,6.0,11.61
baking soda,,,,5.0,0.0,
barbedwire,,,,5.0,0.0,8.4
bath towel,,,,5.0,0.0,
beach ball,,,,5.0,0.0,
bed sheet,,,,5.0,0.0,
bedsheet,,,,5.0,3.0,
big toe,,,,5.0,0.0,
birth certificate,,,,5.0,0.0,
bomb shelter,,,,5.0,0.0,
bowling ball,,,,5.0,0.0,
brussels sprouts,,,,5.0,0.0,
business card,,,,5.0,0.0,
cassette player,,,,5.0,0.0,
cellphone,,,,5.0,157.0,14.67
cement mixer,,,,5.0,0.0,
chain saw,,,,5.0,0.0,
chicken breast,,,,5.0,0.0,
chocolate bar,,,,5.0,0.0,
chocolate cake,,,,5.0,0.0,
cigarette butt,,,,5.0,0.0,
coffee cup,,,,5.0,0.0,
coffee machine,,,,5.0,0.0,
computer mouse,,,,5.0,0.0,
cream cheese,,,,5.0,0.0,
dill pickle,,,,5.0,0.0,
dirt bike,,,,5.0,0.0,
evening dress,,,,5.0,0.0,
eye drops,,,,5.0,0.0,
firehydrant,,,,5.0,0.0,5.36
firetruck,,,,5.0,3.0,3.69
football helmet,,,,5.0,0.0,
fruit juice,,,,5.0,0.0,
full moon,,,,5.0,0.0,
golden retriever,,,,5.0,0.0,
grocery store,,,,5.0,0.0,
hula hoop,,,,5.0,0.0,
ice cream,,,,5.0,0.0,
ice cube,,,,5.0,0.0,
ironing board,,,,5.0,0.0,
jelly bean,,,,5.0,0.0,
kitchen table,,,,5.0,0.0,
knitting needle,,,,5.0,0.0,
lab coat,,,,5.0,0.0,
laundry basket,,,,5.0,0.0,
machine gun,,,,5.0,0.0,
maple syrup,,,,5.0,0.0,
mashed potato,,,,5.0,0.0,
meerkat,,,,5.0,11.0,
mobile home,,,,5.0,0.0,
motor home,,,,5.0,0.0,
nail polish,,,,5.0,0.0,
nail scissors,,,,5.0,0.0,
nailbrush,,,,5.0,0.0,
newspaper clipping,,,,5.0,0.0,
palm tree,,,,5.0,0.0,
paper plate,,,,5.0,0.0,
paper towel,,,,5.0,0.0,
pick-up truck,,,,5.0,0.0,
pitbull,,,,5.0,0.0,
place mat,,,,5.0,0.0,
polar bear,,,,5.0,0.0,
railroad track,,,,5.0,0.0,
raisin bread,,,,5.0,0.0,
salt shaker,,,,5.0,0.0,
sea turtle,,,,5.0,0.0,
sewing machine,,,,5.0,0.0,
shopping basket,,,,5.0,0.0,
ski lift,,,,5.0,0.0,
