word,aoa,valence,arousal,dominance,concreteness
domiciliring,13.89,,,,2.4
fanatisme,13.89,,,,1.47
fructose,13.89,,,,3.27
generalisatie,13.89,,,,1.27
globalisering,13.89,,,,1.33
humanisme,13.89,,,,1.73
hypothecair,13.89,,,,1.93
patenteren,13.89,,,,2.36
perceptie,13.89,,,,1.53
plagiren,13.89,,,,2.33
prenataal,13.89,,,,2.2
raffineren,13.89,,,,2.36
referendum,13.89,,,,1.87
regressief,13.89,,,,1.64
rendabiliteit,13.89,,,,1.79
speculant,13.89,,,,2.07
uranium,13.89,,,,3.57
anglicaans,13.89,,,,2.0
allusie,13.89,,,,1.82
ammonia,13.89,,,,3.14
incasso,13.89,,,,1.9
mercantiel,13.89,,,,2.5
gelieerd,13.89,,,,1.56
shag,13.89,,,,3.33
anarchistisch,13.89,,,,1.73
congruent,13.89,,,,2.23
quotum,13.89,,,,1.85
verpauperen,13.89,,,,1.69
appetizer,13.9,,,,3.57
coherent,13.9,,,,1.71
cumulatief,13.9,,,,1.87
fragmenteren,13.9,,,,2.6
kwantitatief,13.9,,,,1.73
predictie,13.9,,,,1.86
prozac,13.9,,,,3.93
reformatie,13.9,,,,1.5
idioom,13.9,,,,1.5
intransitief,13.9,,,,1.25
noviciaat,13.9,,,,2.3
titulatuur,13.9,,,,1.88
ureter,13.9,,,,3.17
opaak,13.9,,,,3.57
gemeenschapshuis,13.9,,,,
tomcat,13.9,,,,
stilettoõs,13.9,,,,
uraan,13.91,,,,
stoma,13.91,,,,3.77
diligence,13.91,,,,2.5
bottelier,13.91,,,,3.33
epiek,13.91,,,,2.18
pieta,13.91,,,,
docent,13.92,,,,3.93
accorderen,13.92,,,,1.9
eensluidend,13.92,,,,2.08
investituur,13.92,,,,3.17
kastelein,13.92,,,,2.88
bhne,13.92,,,,4.5
caroteen,13.92,,,,3.45
locus,13.93,,,,
arseen,13.93,,,,3.44
insisteren,13.93,,,,2.36
vestibule,13.93,,,,4.2
patronage,13.93,,,,1.64
apotheose,13.93,,,,1.83
grafoloog,13.93,,,,3.15
intercity,13.93,,,,2.57
jamsession,13.93,,,,3.93
prelude,13.93,,,,2.33
retraite,13.93,,,,2.85
transpositie,13.93,,,,1.33
virginiteit,13.93,,,,1.82
debiteur,13.93,,,,3.0
kommaneuker,13.93,,,,2.0
votum,13.94,,,,2.2
bronchin,13.94,,,,3.18
karaktermoord,13.94,,,,1.87
nutrint,13.94,,,,2.25
professie,13.94,,,,2.08
protocollair,13.94,,,,1.64
viriliteit,13.94,,,,1.83
demarkeren,13.94,,,,2.36
polyamide,13.94,,,,2.22
repro,13.94,,,,4.0
antecedent,13.94,,,,1.77
botanist,13.94,,,,3.0
concentrisch,13.94,,,,1.79
degusteren,13.94,,,,2.8
intersectie,13.94,,,,3.27
inversie,13.94,,,,2.27
narcotica,13.94,,,,2.93
nepstatuut,13.94,,,,1.87
sinusitis,13.94,,,,2.87
spertijd,13.94,,,,2.82
stagneren,13.94,,,,2.6
kwijting,13.94,,,,1.91
roux,13.94,,,,4.7
wijsgeer,13.94,,,,2.0
clausule,13.94,,,,1.67
collaboreren,13.94,,,,1.73
diagnosticeren,13.94,,,,2.0
divergentie,13.94,,,,1.55
doctoraal,13.94,,,,1.57
domicilie,13.94,,,,2.21
etniciteit,13.94,,,,1.73
hersenstam,13.94,,,,4.0
homofoob,13.94,,,,1.93
humiliatie,13.94,,,,1.46
modificatie,13.94,,,,1.87
rationalisatie,13.94,,,,1.4
statistisch,13.94,,,,1.93
surrealistisch,13.94,,,,1.6
typologie,13.94,,,,1.4
variantie,13.94,,,,1.93
eroderen,13.94,,,,3.0
germanist,13.94,,,,2.27
silicium,13.94,,,,3.21
kozak,13.95,,,,3.83
devaluatie,13.95,,,,2.0
gemeengoed,13.95,,,,1.93
proced,13.95,,,,2.15
verzuiling,13.95,,,,2.0
agens,13.95,,,,2.5
fascistisch,13.95,,,,1.53
federalisme,13.95,,,,1.4
introversie,13.95,,,,1.4
methaan,13.95,,,,3.87
residueel,13.95,,,,1.62
surrogaat,13.95,,,,2.67
transitie,13.95,,,,1.57
uitstrijkje,13.95,,,,3.13
cardiogram,13.96,,,,3.87
poon,13.97,,,,3.0
eega,13.97,,,,2.38
apathie,13.98,2.57,2.67,3.57,1.67
academicus,14.0,,,,3.21
aceton,14.0,,,,3.5
agorafobie,14.0,,,,1.67
algoritme,14.0,,,,2.07
bureaucratie,14.0,,,,1.67
collectivistisch,14.0,,,,1.54
fascisme,14.0,,,,1.53
freelancer,14.0,,,,2.73
irreversibel,14.0,,,,1.67
katalysator,14.0,,,,2.6
kwadrant,14.0,,,,2.4
marketing,14.0,,,,1.73
placebo,14.0,,,,3.21
plausibel,14.0,,,,1.5
postnataal,14.0,,,,1.87
proefschrift,14.0,,,,3.5
proteg,14.0,,,,1.67
sociologisch,14.0,,,,1.47
stamcel,14.0,,,,3.33
studiebeurs,14.0,,,,2.93
tangens,14.0,,,,1.83
utopisch,14.0,,,,1.57
variabele,14.0,,,,1.27
amoebe,14.0,,,,3.92
bohmien,14.0,,,,2.15
cellulose,14.0,,,,3.13
consolideren,14.0,,,,2.13
corridor,14.0,,,,3.33
esthetiek,14.0,,,,1.73
eufemistisch,14.0,,,,1.79
gedisponeerd,14.0,,,,1.73
honorarium,14.0,,,,2.23
pluralisme,14.0,,,,1.57
saneren,14.0,,,,2.6
simulant,14.0,,,,1.75
typografie,14.0,,,,2.25
unicum,14.0,,,,1.54
utiliteit,14.0,,,,1.47
acceleratie,14.0,,,,2.92
atomair,14.0,,,,1.83
feodaal,14.0,,,,1.46
inquisiteur,14.0,,,,2.36
capitulatie,14.0,,,,2.15
inferioriteit,14.0,,,,1.23
interveniren,14.0,,,,2.54
mediren,14.0,,,,1.57
ordinatie,14.0,,,,2.22
typograaf,14.0,,,,3.27
decanteren,14.0,,,,3.55
inferno,14.0,,,,3.44
recurrent,14.0,,,,2.0
ontzuiling,14.0,,,,1.57
border,14.0,,,,3.1
fortificatie,14.0,,,,1.89
paragnost,14.0,,,,2.2
pejoratief,14.0,,,,1.5
suprematie,14.0,,,,2.09
confereren,14.0,,,,1.82
archasme,14.0,,,,1.23
etiologie,14.0,,,,1.9
incourant,14.0,,,,1.64
momentaan,14.0,,,,1.38
plechtstatig,14.0,,,,1.85
vegeteren,14.0,,,,1.91
frapperen,14.0,,,,2.0
kapiteel,14.0,,,,3.22
schamperen,14.0,,,,2.55
augustijn,14.0,,,,3.13
ectoplasma,14.0,,,,2.86
oppressie,14.0,,,,2.25
roemrucht,14.0,,,,1.5
schisma,14.0,,,,1.57
aforisme,14.0,,,,1.13
hibernatie,14.0,,,,2.63
clementie,14.0,,,,1.57
dramaturg,14.0,,,,2.67
kogellager,14.0,,,,4.4
ledikant,14.0,,,,3.56
magister,14.0,,,,3.38
perspiratie,14.0,,,,3.88
planoloog,14.0,,,,2.55
baljuw,14.0,,,,3.25
ega,14.0,,,,2.0
adagium,14.0,,,,2.0
quadrille,14.0,,,,3.25
vertoornd,14.0,,,,2.08
gefingeerd,14.0,,,,2.4
insolentie,14.0,,,,1.29
patchoeli,14.0,,,,4.25
menora,14.0,,,,3.8
catechisatie,14.0,,,,1.57
donorcodicil,14.0,,,,3.6
omfloerst,14.0,,,,1.75
polemologie,14.0,,,,2.14
pootgoed,14.0,,,,3.4
soutane,14.0,,,,3.0
tabberd,14.0,,,,5.0
traverso,14.0,,,,2.86
capricieus,14.0,,,,1.5
palperen,14.0,,,,3.0
charade,14.0,,,,2.6
coulant,14.0,,,,3.0
countertenor,14.0,,,,3.2
saffiaan,14.0,,,,3.33
breidel,14.0,,,,3.5
curvatuur,14.0,,,,2.75
mastiek,14.0,,,,2.17
aplomb,14.0,,,,3.5
cantorij,14.0,,,,3.8
kenschetsen,14.0,,,,2.44
papenvreter,14.0,,,,3.5
parodontose,14.0,,,,2.57
politoeren,14.0,,,,3.8
madrigaal,14.0,,,,2.75
tabuleren,14.0,,,,2.22
cessionaris,14.0,,,,3.4
defaitist,14.0,,,,1.75
gambiet,14.0,,,,3.5
waanwijs,14.0,,,,1.22
scriba,14.0,,,,4.0
mitigeren,14.0,,,,2.67
aubade,14.0,,,,5.0
kartuizer,14.0,,,,4.0
larmoyant,14.0,,,,3.0
querulant,14.0,,,,2.67
toepen,14.0,,,,2.0
korjaal,14.0,,,,2.5
cedille,14.0,,,,3.6
jujube,14.0,,,,3.5
rijnaak,14.0,,,,4.0
toean,14.0,,,,4.0
vaam,14.0,,,,4.0
wuft,14.0,,,,2.4
beriberi,14.0,,,,5.0
satirisch,14.0,3.98,4.47,4.8,1.4
rigor,14.0,,,,
sedes,14.0,,,,
zloty,14.0,,,,
feces,14.0,,,,4.69
legio,14.02,,,,2.78
topos,14.02,,,,
psoriasis,14.02,,,,3.58
aluin,14.02,,,,4.0
onyx,14.03,,,,3.5
foton,14.03,,,,3.27
provo,14.03,,,,
enzym,14.04,,,,2.4
allitteratie,14.05,,,,2.08
configuratie,14.05,,,,1.73
consideratie,14.05,,,,1.4
liberaliseren,14.05,,,,1.33
mutatie,14.05,,,,2.53
opportunisme,14.05,,,,1.93
recessief,14.05,,,,1.46
stalinisme,14.05,,,,1.53
replicator,14.05,,,,2.9
banco,14.05,,,,
biopsie,14.06,,,,3.21
distinctief,14.06,,,,1.92
divergeren,14.06,,,,2.54
gechargeerd,14.06,,,,2.0
hersenschors,14.06,,,,3.87
hotline,14.06,,,,2.15
inquisitie,14.06,,,,2.31
persistentie,14.06,,,,1.46
postmodern,14.06,,,,2.2
republikein,14.06,,,,2.07
seismologie,14.06,,,,2.92
successie,14.06,,,,1.4
vernissage,14.06,,,,3.62
criticaster,14.06,,,,2.78
multimediaal,14.06,,,,2.2
summa,14.06,,,,
cotus,14.06,,,,4.38
cult,14.06,,,,1.86
efficiency,14.06,,,,1.71
ergonomisch,14.06,,,,2.21
extensie,14.06,,,,2.23
fatalistisch,14.06,,,,1.15
prevalentie,14.06,,,,1.43
scepticus,14.06,,,,2.0
sequentie,14.06,,,,2.13
staatsrecht,14.06,,,,1.93
decisie,14.06,,,,1.6
acroniem,14.06,,,,1.93
extraversie,14.06,,,,1.29
memorandum,14.06,,,,1.91
proletariaat,14.06,,,,2.0
puriteins,14.06,,,,1.69
sinister,14.06,,,,1.69
effectueren,14.06,,,,1.75
saga,14.06,,,,2.36
artrose,14.07,,,,3.5
amoreel,14.07,,,,1.31
bigamie,14.07,,,,1.69
bonificatie,14.07,,,,2.09
disponibel,14.07,,,,2.0
redundant,14.07,,,,1.67
alfanumeriek,14.07,,,,2.21
blizzard,14.07,,,,3.5
bohemien,14.07,,,,3.4
despoot,14.07,,,,2.18
spectraal,14.07,,,,1.8
hoofsheid,14.07,,,,1.92
lease,14.07,,,,
geigerteller,14.08,,,,4.0
ureum,14.08,,,,
haiku,14.08,,,,2.9
stencil,14.08,,,,4.18
congestie,14.08,,,,3.0
crucifix,14.08,,,,4.09
kweekreactor,14.08,,,,3.67
pontificaal,14.08,,,,1.67
salariring,14.08,,,,2.25
sirtaki,14.08,,,,4.08
solaas,14.08,,,,1.9
schatplichtig,14.08,,,,1.56
sonoor,14.08,,,,3.5
puts,14.08,,,,
komijn,14.08,,,,4.29
demissie,14.09,,,,1.56
mousserend,14.09,,,,2.25
sanatorium,14.09,,,,3.5
delinquent,14.1,,,,2.67
populariseren,14.1,,,,1.8
valium,14.1,,,,3.53
dormitorium,14.1,,,,3.6
promillage,14.1,,,,2.8
schriftuur,14.1,,,,2.43
fysiotherapeut,14.1,,,,
ambiren,14.11,,,,2.08
contaminatie,14.11,,,,2.0
onbezoldigd,14.11,,,,1.36
radius,14.11,,,,2.85
reactionair,14.11,,,,1.57
zenit,14.11,,,,3.5
quota,14.11,,,,2.07
convergeren,14.11,,,,1.86
jodium,14.11,,,,3.4
moleculair,14.11,,,,1.87
neuron,14.11,,,,2.47
neutron,14.11,,,,2.93
notificatie,14.11,,,,2.07
pluraliteit,14.11,,,,1.43
pokerface,14.11,,,,2.73
polarisatie,14.11,,,,1.5
republikeins,14.11,,,,1.8
ampersand,14.11,,,,2.8
eponiem,14.11,,,,1.63
trojka,14.11,,,,2.75
accumulatie,14.12,,,,2.5
altrusme,14.12,,,,1.79
basaal,14.12,,,,1.93
confessie,14.12,,,,1.92
deductie,14.12,,,,1.79
detacheren,14.12,,,,2.46
fatalist,14.12,,,,2.13
imperialist,14.12,,,,2.15
patrimonium,14.12,,,,2.09
pertinent,14.12,,,,1.46
pisang,14.12,,,,4.54
protagonist,14.12,,,,2.2
radium,14.12,,,,3.27
sabayon,14.12,,,,4.36
seponeren,14.12,,,,2.0
tautologie,14.12,,,,1.57
utopisme,14.12,,,,1.13
generalist,14.12,,,,1.79
hegemonie,14.12,,,,1.25
schizofrenie,14.12,,,,2.33
antisemitisch,14.13,,,,1.33
classicistisch,14.13,,,,1.67
compulsief,14.13,,,,1.7
declareren,14.13,,,,1.93
dispositie,14.13,,,,2.08
eminent,14.13,,,,1.5
fallout,14.13,,,,2.56
mandateren,14.13,,,,1.86
neologisme,14.13,,,,1.46
franciscaan,14.13,,,,2.79
bilan,14.13,,,,2.6
gyroscoop,14.13,,,,4.22
heraldiek,14.13,,,,1.43
relance,14.13,,,,2.33
sarcoom,14.13,,,,3.25
silicose,14.13,,,,2.78
teflon,14.13,,,,4.0
norbertijn,14.13,,,,2.43
tonus,14.13,,,,
escapist,14.13,,,,2.7
habitus,14.13,,,,2.3
hemisfeer,14.13,,,,2.79
retina,14.13,,,,4.0
rudiment,14.13,,,,2.09
stratosfeer,14.13,,,,3.0
tendentieus,14.13,,,,1.25
antropoloog,14.14,,,,2.13
bruuskeren,14.14,,,,2.29
ovarium,14.14,,,,4.22
recidive,14.14,,,,1.86
streaken,14.14,,,,4.23
baldakijn,14.14,,,,4.5
gallicist,14.14,,,,2.0
remuneratie,14.14,,,,2.0
genaken,14.14,,,,2.83
neuswortel,14.14,,,,3.67
pennenvrucht,14.14,,,,4.09
ulaan,14.14,,,,
interferentie,14.15,,,,2.08
pedagogie,14.15,,,,1.33
theologisch,14.15,,,,1.33
benedictie,14.15,,,,1.75
sektarisch,14.15,,,,2.22
contrapunt,14.15,,,,1.75
nivelleren,14.15,,,,2.63
stofgoud,14.15,,,,4.33
katheter,14.16,,,,4.07
mammografie,14.16,,,,3.87
atol,14.16,,,,4.17
pedagoog,14.17,,,,2.4
apsis,14.17,,,,
analyticus,14.17,,,,2.4
constitutioneel,14.17,,,,1.27
devalueren,14.17,,,,1.85
diafragma,14.17,,,,4.33
differentiatie,14.17,,,,1.8
diversificatie,14.17,,,,1.62
dualistisch,14.17,,,,1.5
notariaat,14.17,,,,2.14
promiscue,14.17,,,,1.89
protectionistisch,14.17,,,,1.93
relativisme,14.17,,,,1.2
salesmanager,14.17,,,,3.33
scepticisme,14.17,,,,1.73
sociopaat,14.17,,,,1.86
chiropractor,14.17,,,,3.07
fusioneren,14.17,,,,2.13
xenofoob,14.17,,,,2.29
filatelist,14.17,,,,3.25
internist,14.17,,,,2.55
levitatie,14.17,,,,2.4
opulent,14.17,,,,2.5
terdege,14.17,,,,1.27
terpentijn,14.17,,,,4.31
balatum,14.17,,,,3.0
corduroy,14.17,,,,4.0
dieplood,14.17,,,,2.43
gebrouilleerd,14.17,,,,1.88
mecenaat,14.17,,,,4.2
ovationeel,14.17,,,,1.5
talud,14.18,,,,4.17
aborteur,14.18,,,,2.92
anesthesie,14.18,,,,2.93
bufferstaat,14.18,,,,2.4
compressor,14.18,,,,3.73
polair,14.18,,,,2.0
populist,14.18,,,,1.77
resigneren,14.18,,,,2.56
snapshot,14.18,,,,3.27
cursiveren,14.18,,,,3.09
honneurs,14.18,,,,1.67
narratief,14.18,,,,1.79
adept,14.18,,,,1.9
quant,14.18,,,,
ascetisch,14.18,,,,1.38
cinefiel,14.18,,,,2.0
gebakkelei,14.18,,,,2.6
rooilijn,14.18,,,,4.0
judicieel,14.18,,,,1.22
mediateur,14.18,,,,3.63
agglomeratie,14.19,,,,2.29
ancinniteit,14.19,,,,1.53
excessief,14.19,,,,1.57
fonetiek,14.19,,,,1.42
gedecideerd,14.19,,,,1.77
incisie,14.19,,,,3.58
ion,14.19,,,,2.86
isotherm,14.19,,,,2.21
malafide,14.19,,,,2.0
mantra,14.19,,,,2.42
paddo,14.19,,,,4.36
retoriek,14.19,,,,1.43
vector,14.19,,,,2.83
absurdistisch,14.19,,,,1.43
neutronenbom,14.19,,,,3.5
poliklinisch,14.19,,,,1.64
vulgariseren,14.19,,,,1.86
xenon,14.19,,,,
guano,14.19,,,,4.0
modus,14.2,,,,2.2
triviaal,14.2,,,,1.31
automutilatie,14.2,,,,2.6
corporatisme,14.2,,,,1.46
dispensatie,14.2,,,,1.83
foetaal,14.2,,,,1.92
lector,14.2,,,,3.4
reconciliatie,14.2,,,,2.3
carburatie,14.2,,,,3.75
diastolisch,14.2,,,,1.83
encycliek,14.2,,,,2.0
pontificaat,14.2,,,,2.33
quorum,14.2,,,,1.57
ratificatie,14.2,,,,1.89
kwatrijn,14.2,,,,2.83
retireren,14.2,,,,2.22
dispersie,14.2,,,,2.29
hugenoot,14.2,,,,2.43
prakkiseren,14.2,,,,2.57
psalterium,14.2,,,,1.5
schlemiel,14.2,,,,2.67
voetangel,14.2,,,,4.0
wicket,14.2,,,,4.0
estuarium,14.2,,,,2.17
malachiet,14.2,,,,4.0
commissievoorzitter,14.2,,,,
penthouse,14.2,,,,
soa,14.2,,,,
retor,14.2,,,,
ginseng,14.21,,,,4.67
skai,14.21,,,,4.4
etiek,14.21,,,,
aspartaam,14.21,,,,3.7
restrictief,14.21,,,,1.85
socialisatie,14.21,,,,1.87
raid,14.21,,,,3.2
collocatie,14.21,,,,2.5
iteratief,14.21,,,,1.67
mihoen,14.21,,,,4.14
applicatie,14.22,,,,2.73
arbitrair,14.22,,,,1.6
calvinisme,14.22,,,,1.21
consolidatie,14.22,,,,1.67
hotspot,14.22,,,,2.93
katalyseren,14.22,,,,2.53
ombudsman,14.22,,,,2.6
operationeel,14.22,,,,1.93
psychopathisch,14.22,,,,1.6
standaardisatie,14.22,,,,1.67
deflatie,14.22,,,,1.36
demoraliseren,14.22,,,,1.47
espadrille,14.22,,,,4.29
sulfiet,14.22,,,,3.42
flegma,14.22,,,,2.0
butagas,14.22,,,,3.67
interludium,14.22,,,,2.67
zeng,14.22,,,,
pagode,14.23,,,,3.89
radon,14.23,,,,
gibbon,14.23,,,,3.89
sonderen,14.23,,,,2.89
cue,14.24,,,,2.3
dialyse,14.24,,,,2.47
gluten,14.24,,,,3.0
gregoriaans,14.24,,,,1.87
oculair,14.24,,,,2.63
rancune,14.24,,,,2.0
immunologie,14.24,,,,1.46
base,14.24,,,,2.92
ratio,14.25,,,,1.6
formatteren,14.25,,,,2.07
metabolisch,14.25,,,,1.43
patriarchaal,14.25,,,,1.53
franchise,14.25,,,,1.83
homozygoot,14.25,,,,1.75
predicaat,14.25,,,,2.0
revisionisme,14.25,,,,1.38
berber,14.25,,,,4.17
desolaat,14.25,,,,2.67
disseminatie,14.25,,,,1.43
esoterisch,14.25,,,,1.4
heemkunde,14.25,,,,1.92
passiva,14.25,,,,1.75
astraal,14.25,,,,1.29
marconist,14.25,,,,2.57
neerlandicus,14.25,,,,2.11
reprise,14.25,,,,2.13
ommeland,14.25,,,,2.0
ascese,14.25,,,,1.88
bismut,14.25,,,,3.25
iriscopie,14.25,,,,3.86
lavet,14.25,,,,2.5
kout,14.25,,,,2.67
artritis,14.26,,,,3.14
polyether,14.26,,,,3.5
deceptie,14.27,,,,1.55
neuronaal,14.27,,,,2.0
offset,14.27,,,,2.25
syllabe,14.27,,,,1.73
kinine,14.27,,,,3.56
kapittelen,14.27,,,,2.56
liturgie,14.27,,,,2.27
melomaan,14.27,,,,2.75
oratorium,14.27,,,,3.78
passaat,14.27,,,,3.0
bezoldigd,14.28,,,,1.82
consultant,14.28,,,,2.8
delinquentie,14.28,,,,2.46
ergotherapeut,14.28,,,,3.27
ethanol,14.28,,,,3.6
marxist,14.28,,,,1.57
neurologie,14.28,,,,1.6
normering,14.28,,,,1.47
orthopedie,14.28,,,,2.36
scriptie,14.28,,,,3.27
segmenteren,14.28,,,,2.33
ukelele,14.28,,,,4.93
egalitair,14.28,,,,1.5
vicaris,14.28,,,,3.67
amfetamine,14.29,,,,3.73
concaaf,14.29,,,,2.9
deputatie,14.29,,,,2.18
detachering,14.29,,,,2.21
euclidisch,14.29,,,,1.25
trancheren,14.29,,,,3.3
recital,14.29,,,,3.36
thermiek,14.29,,,,2.5
deplorabel,14.29,,,,1.33
plebejer,14.29,,,,3.44
humanist,14.29,,,,1.87
implementatie,14.29,,,,1.73
separaat,14.29,,,,2.0
sequentieel,14.29,,,,1.67
solvabel,14.29,,,,1.83
trenchcoat,14.29,,,,4.75
absolutisme,14.3,,,,1.36
aminozuur,14.3,,,,3.07
corpulent,14.3,,,,2.79
imperialisme,14.3,,,,1.6
inflatie,14.3,,,,1.71
pacifistisch,14.3,,,,1.57
proactief,14.3,,,,1.33
angora,14.3,,,,3.82
verhelen,14.3,,,,1.88
pomelo,14.3,,,,
lark,14.3,,,,
scope,14.31,,,,3.0
convex,14.31,,,,4.25
derivaat,14.31,,,,2.23
mondain,14.31,,,,1.82
partizaan,14.31,,,,3.0
seculair,14.31,,,,1.4
subsidiariteit,14.31,,,,1.6
transistor,14.31,,,,3.18
meningitis,14.31,,,,3.08
orthopeed,14.31,,,,2.8
prescriptief,14.31,,,,1.57
retorica,14.31,,,,1.67
seculier,14.31,,,,1.73
symposium,14.31,,,,2.92
panthest,14.31,,,,2.6
dispuut,14.32,,,,2.57
rectum,14.32,,,,3.57
summum,14.32,,,,1.92
uroloog,14.32,,,,2.73
ergon,14.32,,,,
exces,14.32,,,,1.82
skunk,14.33,,,,
adaptief,14.33,,,,1.64
afrodisiacum,14.33,,,,2.57
confirmeren,14.33,,,,2.27
lobbyen,14.33,,,,2.47
pedagogisch,14.33,,,,1.4
perifeer,14.33,,,,1.85
psychose,14.33,,,,1.8
rudimentair,14.33,,,,1.83
paternalisme,14.33,,,,1.5
confessioneel,14.33,,,,1.62
machiavellisme,14.33,,,,1.27
protoplasma,14.33,,,,2.14
allegorisch,14.33,,,,1.31
annalen,14.33,,,,3.08
anomie,14.33,,,,1.0
hospitant,14.33,,,,3.44
postscriptum,14.33,,,,2.38
refugi,14.33,,,,2.27
coryfee,14.33,,,,3.38
restitueren,14.33,,,,2.3
dugout,14.33,,,,4.0
opsolferen,14.33,,,,2.36
pectoraal,14.33,,,,2.57
primula,14.33,,,,3.0
tinctuur,14.33,,,,3.5
esculaap,14.33,,,,4.0
jobsgeduld,14.33,,,,1.56
colporteren,14.33,,,,2.67
missaal,14.33,,,,3.4
chicaneren,14.33,,,,2.33
ajour,14.33,,,,
argot,14.33,,,,
zeen,14.33,,,,
prospectie,14.35,,,,1.58
regularisatie,14.35,,,,2.0
ambiguteit,14.35,,,,1.29
anabool,14.35,,,,2.3
domotica,14.35,,,,2.67
headhunter,14.35,,,,2.69
heterogeniteit,14.35,,,,1.6
laconiek,14.35,,,,1.57
lucratief,14.35,,,,1.46
stagnatie,14.35,,,,2.2
transcendentie,14.35,,,,1.57
abominabel,14.35,,,,1.36
alchimist,14.35,,,,3.08
lavement,14.35,,,,3.62
permeabel,14.35,,,,2.83
auditoraat,14.36,,,,1.6
cohabitatie,14.36,,,,1.92
quaestor,14.36,,,,2.25
subtractie,14.36,,,,2.5
notulen,14.36,,,,2.38
accreditatie,14.36,,,,1.7
actieradius,14.36,,,,2.09
addendum,14.36,,,,2.75
obstinaat,14.36,,,,1.75
participium,14.36,,,,1.67
reverence,14.36,,,,4.22
shabby,14.36,,,,2.0
stringent,14.36,,,,1.17
exploitant,14.37,,,,2.77
halfgeleider,14.37,,,,2.86
oncoloog,14.37,,,,3.31
postuum,14.38,,,,1.23
poulain,14.38,,,,2.3
prognostisch,14.38,,,,1.64
recipiren,14.38,,,,1.8
trac,14.38,,,,2.22
roofing,14.38,,,,4.78
temporiseren,14.38,,,,2.31
mensa,14.38,,,,2.88
sponde,14.38,,,,3.67
totalisator,14.38,,,,1.9
adat,14.38,,,,
convector,14.38,,,,3.0
omissie,14.38,,,,1.4
secondant,14.38,,,,1.88
diode,14.38,,,,3.5
assembleren,14.39,,,,2.93
cognitief,14.39,,,,1.47
coherentie,14.39,,,,1.83
congruentie,14.39,,,,1.92
conjunctie,14.39,,,,1.92
degenereren,14.39,,,,2.29
impressionisme,14.39,,,,1.47
pathologisch,14.39,,,,1.14
proclamatie,14.39,,,,3.2
psychotisch,14.39,,,,2.07
surrealisme,14.39,,,,1.73
tertiair,14.39,,,,1.73
wijsbegeerte,14.39,,,,1.27
chansonnier,14.39,,,,3.33
cotangens,14.39,,,,2.55
offshore,14.39,,,,2.67
etika,14.39,,,,
homogeniseren,14.4,,,,2.07
obligatoir,14.4,,,,1.31
trombose,14.4,,,,3.21
wetsontwerp,14.4,,,,1.8
erogeen,14.4,,,,2.31
codicil,14.4,,,,3.5
galvaniseren,14.4,,,,3.56
pervasief,14.4,,,,1.54
indulgent,14.4,,,,2.0
lancet,14.4,,,,3.78
orator,14.4,,,,3.3
sermoen,14.4,,,,2.8
trouvaille,14.4,,,,5.0
versagen,14.4,,,,2.11
zirkonium,14.4,,,,3.2
atrium,14.4,,,,4.27
plateauschoenen,14.4,,,,
victoriabaars,14.4,,,,
stupa,14.4,,,,
desa,14.4,,,,
metyl,14.4,,,,
ambigu,14.41,,,,1.62
bondage,14.41,,,,3.08
fallus,14.41,,,,4.62
recipint,14.41,,,,2.31
uterus,14.41,,,,4.38
voucher,14.41,,,,3.33
zologie,14.41,,,,1.47
dissonant,14.41,,,,1.82
demagogisch,14.42,,,,1.6
pallieter,14.42,,,,3.1
pariteit,14.42,,,,1.8
polynoom,14.42,,,,2.0
degressief,14.42,,,,1.73
demagoog,14.42,,,,2.0
ionisatie,14.42,,,,2.14
resumeren,14.42,,,,2.31
hiaat,14.43,,,,2.0
cohort,14.43,,,,2.82
decisief,14.43,,,,1.31
lithografie,14.43,,,,2.82
supprimeren,14.43,,,,2.08
swastika,14.43,,,,4.67
potentaat,14.43,,,,2.38
sirocco,14.43,,,,3.5
agiteren,14.44,,,,2.0
introspectie,14.44,,,,1.29
isotoop,14.44,,,,2.0
odyssee,14.44,,,,2.69
respireren,14.44,,,,3.13
unitair,14.44,,,,1.53
tesis,14.44,,,,
adhesie,14.44,,,,1.92
bipolair,14.44,,,,2.14
bipolariteit,14.44,,,,1.87
campus,14.44,,,,3.33
compatibiliteit,14.44,,,,1.4
conversie,14.44,,,,1.71
cumuleren,14.44,,,,2.57
delirium,14.44,,,,2.77
diagnostiek,14.44,,,,1.93
doctrinair,14.44,,,,1.85
formateur,14.44,,,,2.64
blancheren,14.44,,,,3.0
ameublement,14.44,,,,2.33
homologatie,14.44,,,,1.71
bermtoerisme,14.44,,,,2.33
interimaris,14.44,,,,2.6
opstal,14.44,,,,2.88
fantoom,14.45,,,,2.38
patriottisme,14.45,,,,2.29
rigiditeit,14.45,,,,1.85
singularis,14.45,,,,1.2
firmant,14.45,,,,2.5
meanderen,14.45,,,,2.45
menagerie,14.45,,,,3.6
persevereren,14.46,,,,1.8
purgerend,14.46,,,,2.91
harakiri,14.46,,,,2.25
neurotisch,14.47,2.2,4.97,3.68,2.0
amorf,14.47,,,,2.56
chambreren,14.47,,,,2.54
concordantie,14.47,,,,1.78
paraffine,14.47,,,,3.91
paternalistisch,14.47,,,,1.36
synergie,14.47,,,,2.15
tribalisme,14.47,,,,1.11
zaakgelastigde,14.47,,,,2.08
attributie,14.47,,,,1.87
corpus,14.47,,,,3.08
cosinus,14.47,,,,2.57
